food_id,name,tags,ingredients,cook_time,img_url,diet,dish_family,soup
239,Khorisa,spicy main course Assam vegetarian,"Fermented bamboo shoot, potato, ginger, green, mustard oil",-1,,veg,other,"khorisa khorisa khorisa Fermented bamboo shoot, potato, ginger, green, mustard oil spicy main course Assam vegetarian"
240,Koldil Chicken,spicy main course Assam non vegetarian,"Banana flower, chicken, green chili, mustard oil, lemon juice",-1,,non-veg,chicken,"koldil_chicken koldil_chicken koldil_chicken Banana flower, chicken, green chili, mustard oil, lemon juice spicy main course Assam non vegetarian"
241,Konir Dom,spicy main course Assam non vegetarian,"Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick",-1,,veg,other,"konir_dom konir_dom konir_dom Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick spicy main course Assam non vegetarian"
242,Koldil Duck,spicy main course Assam non vegetarian,"Rice flour, mutton, banana, gram flour, olive oil, baking powder",-1,,non-veg,other,"koldil_duck koldil_duck koldil_duck Rice flour, mutton, banana, gram flour, olive oil, baking powder spicy main course Assam non vegetarian"
243,Masor Koni,spicy main course Assam non vegetarian,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato",-1,,veg,other,"masor_koni masor_koni masor_koni Fish roe, pumpkin flowers, mustard oil, turmeric, tomato spicy main course Assam non vegetarian"
244,Mishti Chholar Dal,sweet main course West Bengal vegetarian,"Chana dal, fresh coconut, ginger, cinnamon, raisins",30,,veg,dal,"mishti_chholar_dal mishti_chholar_dal mishti_chholar_dal Chana dal, fresh coconut, ginger, cinnamon, raisins sweet main course West Bengal vegetarian"
245,Pakhala,-1 main course Odisha vegetarian,"Curd, cooked rice, curry leaves, dry chilli",-1,,veg,other,"pakhala pakhala pakhala Curd, cooked rice, curry leaves, dry chilli main course Odisha vegetarian"
246,Pani Pitha,-1 main course Assam vegetarian,"Tea leaves, white sesame seeds, dry coconut, soaked rice",20,,veg,other,"pani_pitha pani_pitha pani_pitha Tea leaves, white sesame seeds, dry coconut, soaked rice main course Assam vegetarian"
247,Payokh,sweet dessert Assam vegetarian,"Basmati rice, rose water, sugar, clarified butter, cardamom pods",-1,,veg,other,"payokh payokh payokh Basmati rice, rose water, sugar, clarified butter, cardamom pods sweet dessert Assam vegetarian"
248,Prawn malai curry,spicy main course West Bengal non vegetarian,"Coconut milk, prawns, garlic, turmeric, sugar",50,,non-veg,curry,"prawn_malai_curry prawn_malai_curry prawn_malai_curry Coconut milk, prawns, garlic, turmeric, sugar spicy main course West Bengal non vegetarian"
249,Red Rice,-1 main course -1 vegetarian,"Red pepper, red onion, butter, watercress, olive oil",-1,,veg,rice,"red_rice red_rice red_rice Red pepper, red onion, butter, watercress, olive oil main course  vegetarian"
250,Shukto,spicy main course West Bengal vegetarian,"Green beans, bitter gourd, ridge gourd, banana, brinjal",20,,veg,other,"shukto shukto shukto Green beans, bitter gourd, ridge gourd, banana, brinjal spicy main course West Bengal vegetarian"
251,Til Pitha,sweet dessert Assam vegetarian,"Glutinous rice, black sesame seeds, gur",30,,veg,other,"til_pitha til_pitha til_pitha Glutinous rice, black sesame seeds, gur sweet dessert Assam vegetarian"
252,Bebinca,sweet dessert Goa vegetarian,"Coconut milk, egg yolks, clarified butter, all purpose flour",60,,veg,other,"bebinca bebinca bebinca Coconut milk, egg yolks, clarified butter, all purpose flour sweet dessert Goa vegetarian"
253,Shufta,sweet dessert Jammu & Kashmir vegetarian,"Cottage cheese, dry dates, dried rose petals, pistachio, badam",-1,,veg,other,"shufta shufta shufta Cottage cheese, dry dates, dried rose petals, pistachio, badam sweet dessert Jammu & Kashmir vegetarian"
254,Mawa Bati,sweet dessert Madhya Pradesh vegetarian,"Milk powder, dry fruits, arrowroot powder, all purpose flour",45,,veg,other,"mawa_bati mawa_bati mawa_bati Milk powder, dry fruits, arrowroot powder, all purpose flour sweet dessert Madhya Pradesh vegetarian"
255,Pinaca,sweet dessert Goa vegetarian,"Brown rice, fennel seeds, grated coconut, black pepper, ginger powder",-1,,veg,other,"pinaca pinaca pinaca Brown rice, fennel seeds, grated coconut, black pepper, ginger powder sweet dessert Goa vegetarian"
256,Baingan Fry,spicy main course Punjab vegetarian,"Beef, coconut, garam masala, curry leaves, green chilies, chili powder",60,https://www.vegrecipesofindia.com/wp-content/uploads/2021/06/baingan-bharta-1-500x500.jpg,veg,other,"baingan_fry baingan_fry baingan_fry Beef, coconut, garam masala, curry leaves, green chilies, chili powder spicy main course Punjab vegetarian"
